CustomerID,Age,Gender,MaritalStatus,IncomeLevel,Churn,MonthlyCharges,Tenure,TotalCharges,Contract,InternetService,OnlineSecurity,TechSupport,PaymentMethod
256,47,F,Widowed,Medium,0,45.15765927133749,22,993.4685039694247,Month-to-month,Fiber optic,Yes,No,Mailed check
257,21,F,Widowed,Low,0,42.669111491866225,41,1749.4335711665153,Two year,DSL,Yes,No,Bank transfer
258,53,M,Single,Low,1,22.923305343812192,51,1169.0885725344217,Two year,DSL,No,No,Electronic check
259,57,M,Widowed,High,0,84.43819428146229,6,506.6291656887737,Month-to-month,Fiber optic,No,No,Bank transfer
260,27,M,Single,Low,1,37.74634053429337,5,188.73170267146685,Two year,DSL,No,No,Bank transfer
261,27,M,Married,Low,0,20.73069528421917,22,456.0752962528217,One year,Fiber optic,No,Yes,Mailed check
262,59,F,Divorced,High,0,79.404746439382,12,952.8569572725839,Month-to-month,Fiber optic,No,No,Electronic check
263,41,M,Single,Low,1,20.0,43,860.0,Month-to-month,Fiber optic,No,Yes,Bank transfer
264,21,F,Widowed,High,1,69.7561235866571,55,3836.5867972661404,One year,Fiber optic,No,No,Credit card
265,64,M,Widowed,Low,1,27.474318486068398,10,274.743184860684,Two year,Fiber optic,No,No,Electronic check
266,44,M,Married,High,0,67.5221681803515,6,405.13300908210897,One year,No,Yes,No,Mailed check
267,68,F,Single,Medium,1,66.32411303931636,36,2387.668069415389,Month-to-month,Fiber optic,No,Yes,Electronic check
268,62,M,Divorced,Medium,1,35.69858622039367,7,249.8901035427557,Month-to-month,Fiber optic,Yes,Yes,Bank transfer
269,21,F,Widowed,Medium,0,45.599555133030165,41,1869.5817604542367,One year,Fiber optic,Yes,No,Electronic check
270,49,M,Single,High,0,81.30740577286092,13,1056.9962750471918,Month-to-month,DSL,No,Yes,Mailed check
271,27,M,Widowed,Medium,1,64.41273289066116,26,1674.7310551571902,Month-to-month,DSL,Yes,No,Bank transfer
272,28,F,Divorced,Low,0,20.0,2,40.0,Month-to-month,DSL,Yes,No,Bank transfer
273,45,F,Single,High,0,91.63163752154959,23,2107.5276629956406,Two year,DSL,Yes,No,Mailed check
274,63,F,Widowed,Low,1,30.10233061019587,14,421.4326285427422,Two year,No,No,No,Mailed check
275,25,F,Divorced,Low,1,20.18491348952049,21,423.8831832799303,One year,Fiber optic,No,No,Bank transfer
276,57,F,Single,Low,1,34.62103474263271,4,138.48413897053084,Two year,DSL,No,Yes,Electronic check
277,39,F,Single,High,1,81.9905969557347,32,2623.6991025835105,Month-to-month,No,Yes,No,Electronic check
278,51,F,Married,Low,1,23.997831228412053,47,1127.8980677353666,One year,No,No,No,Credit card
279,62,M,Divorced,Medium,1,50.69802084990019,5,253.49010424950094,Month-to-month,No,No,No,Electronic check
280,52,F,Single,High,0,76.14686403138239,2,152.29372806276479,One year,Fiber optic,Yes,Yes,Bank transfer
281,52,M,Married,Medium,0,51.13517345251248,1,51.13517345251248,Two year,Fiber optic,No,No,Credit card
282,42,M,Single,High,1,86.62130674521046,24,2078.911361885051,One year,Fiber optic,Yes,No,Electronic check
283,51,F,Widowed,Low,1,45.86016816145352,22,1008.9236995519775,Month-to-month,DSL,No,No,Mailed check
284,23,M,Married,Medium,0,37.62184501173151,18,677.1932102111672,One year,Fiber optic,No,No,Bank transfer
285,58,M,Single,High,1,101.33033374656267,6,607.982002479376,Month-to-month,Fiber optic,No,Yes,Credit card
286,54,F,Widowed,Low,0,20.0,11,220.0,Two year,No,Yes,No,Credit card
287,18,M,Widowed,Low,1,28.482149049644168,21,598.1251300425275,One year,Fiber optic,No,No,Bank transfer
288,29,F,Widowed,High,0,85.88317206484577,16,1374.1307530375323,One year,No,No,No,Electronic check
289,52,M,Married,High,1,82.80991867735032,72,5962.314144769223,One year,Fiber optic,No,No,Bank transfer
290,23,M,Widowed,High,0,73.77300480179406,3,221.31901440538218,One year,Fiber optic,No,Yes,Mailed check
291,34,F,Divorced,High,1,77.91877749642725,28,2181.725769899963,Month-to-month,Fiber optic,Yes,No,Mailed check
292,26,M,Single,Medium,0,45.06999065341167,12,540.83988784094,One year,DSL,Yes,No,Electronic check
293,19,M,Divorced,High,1,74.10635243055789,13,963.3825815972526,Month-to-month,Fiber optic,No,No,Electronic check
294,35,F,Widowed,Low,0,38.496020970210246,30,1154.8806291063074,One year,Fiber optic,No,No,Bank transfer
295,66,F,Widowed,Medium,0,53.57015485965047,28,1499.9643360702132,Two year,No,No,No,Mailed check
296,53,M,Divorced,Low,1,23.07090404739346,72,1661.105091412329,Two year,Fiber optic,Yes,No,Mailed check
297,45,M,Married,Low,1,38.995998754332504,3,116.98799626299751,One year,DSL,No,Yes,Mailed check
298,58,F,Widowed,High,0,83.07299520876609,2,166.14599041753218,One year,DSL,Yes,No,Credit card
299,54,M,Widowed,Medium,1,58.1286211883896,30,1743.858635651688,Month-to-month,Fiber optic,No,No,Bank transfer
300,66,F,Divorced,High,1,86.29628841923612,20,1725.9257683847225,Two year,DSL,No,No,Electronic check
301,43,F,Widowed,Low,0,21.710049890779278,7,151.97034923545493,Month-to-month,Fiber optic,No,No,Electronic check
302,21,M,Widowed,High,0,74.3981895980303,1,74.3981895980303,One year,DSL,Yes,No,Electronic check
303,57,F,Married,High,0,87.47293605123262,2,174.94587210246524,Month-to-month,Fiber optic,No,No,Credit card
304,53,F,Married,High,1,86.10370265433465,53,4563.496240679737,Month-to-month,DSL,Yes,No,Bank transfer
305,68,M,Married,High,0,79.79098406035853,5,398.95492030179264,One year,Fiber optic,Yes,Yes,Mailed check
306,48,F,Married,High,0,81.17327383308782,9,730.5594644977904,Month-to-month,DSL,No,No,Bank transfer
307,47,M,Married,High,0,92.77664895788425,6,556.6598937473054,One year,Fiber optic,No,Yes,Mailed check
308,67,M,Widowed,Medium,0,44.0842861116417,10,440.842861116417,Month-to-month,Fiber optic,Yes,No,Credit card
309,51,M,Single,High,0,85.47097381170038,1,85.47097381170038,Month-to-month,Fiber optic,No,Yes,Mailed check
310,36,F,Widowed,Medium,0,47.97807347566106,17,815.6272490862381,One year,Fiber optic,No,No,Electronic check
311,35,M,Widowed,High,0,77.82318796772779,1,77.82318796772779,Month-to-month,No,No,No,Electronic check
312,47,M,Single,Medium,0,60.9877685198719,38,2317.535203755132,Month-to-month,Fiber optic,Yes,No,Mailed check
313,38,M,Divorced,Low,1,38.2541634898803,6,229.5249809392818,One year,No,No,No,Credit card
314,20,M,Single,Medium,1,58.135096360006386,18,1046.431734480115,Month-to-month,No,Yes,No,Mailed check
315,23,F,Married,Medium,0,63.05478807154329,50,3152.7394035771645,Two year,DSL,Yes,Yes,Credit card
316,55,F,Widowed,Low,1,30.210038416327592,25,755.2509604081898,Month-to-month,Fiber optic,Yes,No,Bank transfer
317,30,M,Married,High,0,86.81952971294965,18,1562.7515348330935,Month-to-month,Fiber optic,No,No,Electronic check
318,62,F,Single,High,1,76.89733243406543,9,692.0759919065889,One year,DSL,Yes,Yes,Electronic check
319,20,F,Divorced,Medium,1,53.24166352488442,9,479.1749717239598,Month-to-month,Fiber optic,Yes,No,Electronic check
320,65,F,Divorced,High,0,78.69856945632316,26,2046.1628058644021,Month-to-month,Fiber optic,Yes,No,Bank transfer
321,45,M,Widowed,High,1,80.96995964992718,72,5829.837094794757,Month-to-month,DSL,No,No,Electronic check
322,39,F,Single,Low,0,35.95157025436914,26,934.7408266135976,Month-to-month,No,No,Yes,Mailed check
323,57,F,Married,High,0,71.81779316766527,19,1364.5380701856402,Two year,DSL,Yes,No,Mailed check
324,57,F,Married,High,0,100.9238727568546,31,3128.640055462493,Month-to-month,Fiber optic,No,Yes,Bank transfer
325,29,F,Divorced,Medium,0,39.93982618500298,15,599.0973927750447,Two year,DSL,No,Yes,Electronic check
326,40,F,Widowed,High,0,67.85811387212269,1,67.85811387212269,Two year,Fiber optic,No,No,Mailed check
327,48,M,Single,High,0,91.58110873500068,19,1740.0410659650129,One year,Fiber optic,Yes,No,Mailed check
328,35,F,Married,Medium,1,57.91662693962936,72,4169.997139653314,Two year,No,No,No,Mailed check
329,24,F,Divorced,Medium,1,56.24119817052155,4,224.9647926820862,Month-to-month,Fiber optic,No,Yes,Credit card
330,25,M,Widowed,Medium,1,56.2834550926428,28,1575.9367425939984,Two year,Fiber optic,No,No,Electronic check
331,36,M,Divorced,High,0,79.87753227153085,5,399.3876613576543,Month-to-month,Fiber optic,Yes,No,Credit card
332,46,M,Widowed,High,0,71.02745628514168,18,1278.4942131325502,One year,No,No,No,Bank transfer
333,61,M,Single,High,1,80.75804558193727,2,161.51609116387453,One year,DSL,No,No,Bank transfer
334,37,F,Divorced,High,0,73.22838288487888,14,1025.1973603883043,Month-to-month,DSL,No,Yes,Bank transfer
335,67,F,Married,High,0,89.7511973341775,33,2961.7895120278577,One year,DSL,Yes,No,Mailed check
336,59,F,Widowed,High,0,78.52942618497862,10,785.2942618497862,One year,Fiber optic,Yes,No,Electronic check
337,47,F,Divorced,Medium,1,41.745028032074885,26,1085.370728833947,Month-to-month,Fiber optic,No,Yes,Bank transfer
338,64,F,Widowed,Medium,0,46.78614158347007,38,1777.8733801718627,Month-to-month,Fiber optic,No,Yes,Mailed check
339,39,M,Divorced,High,1,84.12931454275625,62,5216.017501650887,One year,Fiber optic,Yes,Yes,Bank transfer
340,27,F,Divorced,Low,0,24.36275447196025,6,146.17652683176152,One year,Fiber optic,No,Yes,Mailed check
341,43,M,Single,Medium,0,41.77779604433569,12,501.33355253202825,Two year,No,Yes,No,Credit card
342,68,M,Married,High,1,82.43687211491913,3,247.31061634475736,Two year,Fiber optic,No,No,Bank transfer
343,50,M,Divorced,Medium,1,52.44966571108723,72,3776.3759311982803,Two year,Fiber optic,No,Yes,Electronic check
344,45,F,Single,Low,1,24.9305682462887,62,1545.6952312698995,One year,Fiber optic,No,Yes,Mailed check
345,27,F,Widowed,Medium,0,45.289616943816775,18,815.213104988702,Month-to-month,Fiber optic,No,No,Bank transfer
346,46,M,Widowed,Medium,1,52.32049937357636,44,2302.10197243736,Month-to-month,No,Yes,No,Bank transfer
347,61,M,Divorced,Medium,0,35.51915658502676,17,603.8256619454548,Two year,Fiber optic,No,No,Mailed check
348,35,M,Married,Medium,0,35.92536225623445,23,826.2833318933924,One year,Fiber optic,Yes,No,Credit card
349,59,M,Widowed,High,0,72.81555778747564,2,145.63111557495128,Month-to-month,DSL,No,No,Electronic check
350,18,M,Divorced,Low,0,27.865528482881526,33,919.5624399350903,Month-to-month,Fiber optic,No,Yes,Mailed check
351,40,M,Widowed,High,0,83.10907565598005,3,249.32722696794013,Two year,Fiber optic,No,Yes,Credit card
352,34,F,Single,Medium,0,64.75356216949552,41,2654.8960489493165,One year,Fiber optic,Yes,No,Credit card
353,60,M,Divorced,Medium,0,58.576596232020194,36,2108.757464352727,One year,DSL,No,No,Bank transfer
354,54,M,Divorced,Medium,1,48.40061470036573,29,1403.6178263106062,One year,No,Yes,No,Credit card
355,48,M,Divorced,Low,1,29.809837920973113,1,29.809837920973113,Month-to-month,DSL,Yes,No,Electronic check
356,42,M,Single,Low,0,20.0,8,160.0,Month-to-month,Fiber optic,No,No,Credit card
357,21,M,Divorced,High,1,79.8148686400761,7,558.7040804805326,Month-to-month,No,No,Yes,Mailed check
358,69,F,Divorced,Medium,1,47.11341361079862,10,471.13413610798614,Month-to-month,Fiber optic,No,No,Electronic check
359,26,M,Single,Low,1,33.227185603380896,2,66.45437120676179,Two year,Fiber optic,Yes,Yes,Electronic check
360,45,F,Widowed,Medium,1,41.727690564476774,66,2754.027577255467,One year,Fiber optic,Yes,Yes,Mailed check
361,47,M,Single,High,1,85.19346514241172,19,1618.6758377058227,Two year,Fiber optic,No,No,Electronic check
362,64,M,Married,High,1,95.32738913002578,8,762.6191130402062,Two year,DSL,No,No,Mailed check
363,41,F,Single,Low,1,28.912398515431423,12,346.9487821851771,Month-to-month,DSL,Yes,No,Electronic check
364,50,M,Widowed,High,0,84.01711722098942,14,1176.2396410938518,One year,No,No,No,Electronic check
365,37,F,Divorced,Low,1,36.90143991711113,22,811.8316781764448,One year,DSL,No,Yes,Bank transfer
366,26,F,Divorced,Medium,0,45.987795281141636,17,781.7925197794078,Two year,DSL,No,Yes,Mailed check
367,25,F,Single,Low,0,32.24092481810417,60,1934.45548908625,Month-to-month,Fiber optic,No,No,Mailed check
368,41,F,Married,High,0,80.12592400781794,16,1282.014784125087,One year,Fiber optic,No,No,Bank transfer
369,31,F,Single,Medium,1,50.97676098548832,72,3670.326790955159,One year,DSL,No,No,Credit card
370,35,F,Married,High,1,72.26990216144533,45,3252.1455972650397,Month-to-month,Fiber optic,No,No,Bank transfer
371,18,M,Single,Medium,1,50.245101742589426,5,251.22550871294715,Month-to-month,No,Yes,No,Mailed check
372,29,F,Married,Medium,1,54.979982912454496,64,3518.7189063970877,One year,Fiber optic,No,No,Bank transfer
373,46,M,Married,Medium,0,64.51143607795042,2,129.02287215590084,One year,Fiber optic,No,Yes,Electronic check
374,54,M,Divorced,Medium,0,59.59270826085207,40,2383.7083304340827,Month-to-month,Fiber optic,No,No,Electronic check
375,43,F,Married,High,1,101.53182457511556,11,1116.8500703262712,One year,Fiber optic,Yes,No,Mailed check
376,50,F,Divorced,Low,1,22.326524371119504,50,1116.3262185559752,Month-to-month,Fiber optic,No,Yes,Credit card
377,60,F,Single,Medium,0,58.723206367206785,48,2818.7139056259257,One year,DSL,No,No,Electronic check
378,32,M,Single,High,1,81.83342005738352,39,3191.5033822379573,Month-to-month,Fiber optic,Yes,No,Electronic check
379,40,F,Single,High,0,101.89802933217672,37,3770.2270852905385,Two year,DSL,No,No,Electronic check
380,46,F,Single,High,0,71.91701714644849,8,575.3361371715879,Month-to-month,Fiber optic,No,Yes,Credit card
381,38,M,Single,Low,0,21.60278157819224,2,43.20556315638448,Month-to-month,Fiber optic,Yes,No,Bank transfer
382,36,F,Divorced,High,0,74.00607354555977,12,888.0728825467172,Month-to-month,Fiber optic,No,Yes,Electronic check
383,22,M,Single,High,0,58.76104275690193,4,235.04417102760772,Month-to-month,No,No,No,Bank transfer
384,40,F,Married,Low,1,24.74244978319239,28,692.7885939293869,One year,Fiber optic,No,Yes,Mailed check
385,53,M,Widowed,High,0,72.40867338446301,10,724.0867338446301,Month-to-month,DSL,Yes,Yes,Bank transfer
386,37,F,Divorced,High,1,81.50393786476208,72,5868.28352626287,Two year,Fiber optic,Yes,No,Electronic check
387,25,M,Married,Low,1,33.41755975777159,24,802.0214341865183,Month-to-month,DSL,No,No,Credit card
388,26,F,Widowed,Low,0,48.761708392158866,41,1999.2300440785134,Month-to-month,Fiber optic,Yes,Yes,Mailed check
389,31,F,Widowed,Low,1,39.5042383818605,3,118.51271514558151,Month-to-month,DSL,No,Yes,Bank transfer
390,23,M,Divorced,Medium,0,44.23096344337597,47,2078.8552818386706,Month-to-month,DSL,Yes,No,Electronic check
391,18,F,Married,Low,0,21.01585328651642,61,1281.9670504775017,Month-to-month,No,Yes,No,Mailed check
392,26,F,Widowed,Medium,0,54.919191715065054,16,878.7070674410409,One year,Fiber optic,Yes,No,Mailed check
393,33,M,Widowed,Medium,0,36.797667929793576,22,809.5486944554586,One year,Fiber optic,No,Yes,Mailed check
394,33,M,Divorced,Low,0,48.31458765854354,34,1642.6959803904804,One year,Fiber optic,No,No,Electronic check
395,29,F,Single,Medium,1,61.79440120721287,4,247.17760482885149,One year,No,Yes,Yes,Bank transfer
396,22,M,Widowed,High,0,75.30824347895295,16,1204.9318956632471,One year,DSL,Yes,Yes,Electronic check
397,57,F,Divorced,High,0,62.868654709091224,12,754.4238565090947,Month-to-month,DSL,Yes,No,Bank transfer
398,46,F,Divorced,Low,1,43.538723741654124,3,130.6161712249624,One year,Fiber optic,No,No,Credit card
399,63,M,Married,Medium,1,48.85460154747382,10,488.54601547473817,Two year,Fiber optic,No,No,Bank transfer
400,44,M,Divorced,High,1,92.37816311973462,1,92.37816311973462,One year,Fiber optic,No,No,Bank transfer
401,28,F,Divorced,Medium,0,34.05572341205633,1,34.05572341205633,One year,No,No,No,Bank transfer
402,64,M,Single,Medium,1,44.00624977046227,3,132.0187493113868,Month-to-month,DSL,No,No,Mailed check
403,67,F,Widowed,High,0,80.05243699718183,72,5763.775463797092,Two year,No,Yes,No,Credit card
404,45,M,Married,Low,1,30.469805937647422,19,578.926312815301,Two year,Fiber optic,No,Yes,Electronic check
405,69,F,Divorced,Medium,0,45.49934528520756,72,3275.952860534944,One year,DSL,Yes,Yes,Bank transfer
406,53,F,Married,High,0,86.22849932347499,13,1120.970491205175,Two year,DSL,Yes,No,Bank transfer
407,59,F,Widowed,Low,0,20.0,8,160.0,Month-to-month,Fiber optic,No,No,Mailed check
408,36,F,Divorced,Medium,0,48.576205149787064,16,777.219282396593,Month-to-month,No,No,Yes,Mailed check
409,52,F,Divorced,Medium,0,51.20295631711899,13,665.6384321225469,Two year,No,No,No,Mailed check
410,69,F,Married,Medium,1,55.14438834058749,2,110.28877668117498,Two year,No,No,Yes,Credit card
411,48,F,Single,Medium,0,57.1161487808889,24,1370.7875707413336,Month-to-month,DSL,No,No,Credit card
412,61,M,Widowed,Low,1,20.0,5,100.0,Month-to-month,Fiber optic,Yes,Yes,Mailed check
413,36,M,Widowed,Medium,0,34.65885829264378,23,797.1537407308069,Month-to-month,Fiber optic,No,No,Bank transfer
414,63,M,Widowed,High,0,92.7767682189851,25,2319.4192054746272,Month-to-month,No,No,No,Credit card
415,41,F,Divorced,High,0,83.32314011979592,3,249.96942035938775,Two year,Fiber optic,No,Yes,Electronic check
416,19,M,Divorced,High,1,72.51513463443446,1,72.51513463443446,One year,DSL,No,No,Electronic check
417,24,M,Divorced,Low,1,45.51151975522523,36,1638.4147111881082,Month-to-month,DSL,Yes,No,Bank transfer
418,60,M,Married,High,0,81.15674634292859,14,1136.1944488010001,Month-to-month,DSL,No,No,Credit card
419,66,M,Widowed,Medium,1,61.792971840638266,1,61.792971840638266,Month-to-month,No,No,No,Credit card
420,48,F,Widowed,Medium,1,50.67518481410109,72,3648.6133066152784,Month-to-month,Fiber optic,Yes,No,Mailed check
421,34,F,Widowed,High,1,100.60747924881987,1,100.60747924881987,One year,Fiber optic,No,Yes,Electronic check
422,44,M,Single,Low,1,47.55340842443204,28,1331.495435884097,Two year,Fiber optic,No,No,Mailed check
423,53,F,Divorced,Low,0,27.510358515209266,72,1980.7458130950672,Two year,Fiber optic,No,Yes,Electronic check
424,67,F,Widowed,Medium,1,59.71570950954356,6,358.29425705726135,Month-to-month,Fiber optic,No,Yes,Electronic check
425,60,F,Widowed,Medium,0,56.45375949585147,3,169.36127848755442,Two year,Fiber optic,Yes,Yes,Bank transfer
426,27,F,Divorced,High,1,93.68631557532349,3,281.0589467259705,Two year,No,Yes,No,Electronic check
427,62,F,Divorced,Low,1,20.350765394198955,8,162.80612315359164,Two year,No,Yes,No,Credit card
428,31,M,Widowed,High,0,86.8605145999844,2,173.7210291999688,One year,Fiber optic,No,Yes,Mailed check
429,24,F,Married,Medium,0,60.58424486849588,28,1696.3588563178846,Month-to-month,Fiber optic,Yes,Yes,Bank transfer
430,56,M,Married,Medium,0,32.41260513576886,1,32.41260513576886,Month-to-month,No,Yes,No,Electronic check
431,57,F,Married,High,0,68.16741487334225,17,1158.8460528468183,Month-to-month,Fiber optic,No,Yes,Mailed check
432,26,M,Married,Low,1,20.0,72,1440.0,Month-to-month,Fiber optic,No,Yes,Electronic check
433,31,M,Single,Medium,1,47.305931655554424,40,1892.237266222177,Month-to-month,Fiber optic,No,Yes,Credit card
434,25,F,Married,Medium,1,57.17542255795962,22,1257.8592962751118,One year,DSL,Yes,No,Credit card
435,34,M,Widowed,Low,1,45.02357052096028,8,360.1885641676822,One year,Fiber optic,Yes,No,Mailed check
436,40,F,Widowed,Medium,0,50.74094780419775,23,1167.0417994965483,One year,No,Yes,No,Electronic check
437,33,M,Widowed,Low,1,46.286155455712915,17,786.8646427471195,Month-to-month,Fiber optic,No,No,Credit card
438,43,M,Married,Low,0,20.0,13,260.0,Two year,DSL,No,No,Mailed check
439,26,F,Divorced,Medium,0,32.96617560644845,3,98.89852681934536,Two year,Fiber optic,No,No,Electronic check
440,53,M,Widowed,High,1,79.44452301103381,52,4131.115196573758,Two year,Fiber optic,Yes,No,Bank transfer
441,24,F,Married,Medium,1,53.840654489393074,14,753.7691628515031,Two year,DSL,No,No,Credit card
442,35,M,Single,Medium,0,49.67305251905907,5,248.36526259529535,One year,DSL,Yes,Yes,Electronic check
443,25,F,Single,Medium,0,29.325578999601234,11,322.58136899561356,Two year,DSL,Yes,Yes,Electronic check
444,38,M,Widowed,Medium,0,49.10879960487212,12,589.3055952584655,Month-to-month,DSL,No,No,Credit card
445,43,M,Divorced,High,1,66.95530499495146,42,2812.122809787961,Month-to-month,No,No,No,Electronic check
446,20,F,Single,High,0,86.69672548830039,31,2687.598490137312,Month-to-month,No,Yes,No,Electronic check
447,34,F,Married,High,1,83.66598246096848,35,2928.3093861338966,Month-to-month,DSL,Yes,No,Bank transfer
448,68,M,Married,Low,1,20.60120213672645,1,20.60120213672645,Month-to-month,Fiber optic,No,No,Credit card
449,63,F,Single,High,1,74.86133082663306,12,898.3359699195968,One year,Fiber optic,Yes,Yes,Mailed check
450,41,M,Widowed,Low,0,20.0,15,300.0,Two year,Fiber optic,Yes,No,Credit card
451,42,M,Widowed,Medium,0,49.37320902726828,1,49.37320902726828,One year,DSL,Yes,No,Bank transfer
452,22,M,Single,High,1,89.55142320501238,7,626.8599624350867,Month-to-month,Fiber optic,Yes,No,Electronic check
453,54,F,Married,High,0,70.14273953664457,34,2384.8531442459152,Two year,Fiber optic,Yes,No,Credit card
454,62,F,Divorced,High,1,85.04046515517844,3,255.12139546553533,One year,No,No,No,Mailed check
455,67,F,Married,High,0,74.69742381627559,18,1344.5536286929605,Month-to-month,No,Yes,Yes,Electronic check
456,41,M,Divorced,High,0,72.07127167737656,5,360.3563583868828,One year,No,No,No,Bank transfer
457,48,M,Divorced,Medium,0,48.929696400454425,1,48.929696400454425,Month-to-month,Fiber optic,No,Yes,Mailed check
458,43,M,Single,High,0,69.64757677580626,6,417.8854606548375,Month-to-month,DSL,No,No,Electronic check
459,38,F,Widowed,Low,1,24.463506946528177,72,1761.3725001500288,Two year,Fiber optic,No,No,Electronic check
460,51,M,Divorced,Low,1,20.0,38,760.0,Month-to-month,Fiber optic,No,No,Mailed check
461,55,F,Married,High,1,99.6472513291639,72,7174.6020956998,One year,Fiber optic,Yes,No,Credit card
462,41,F,Widowed,Low,0,30.352635519717285,16,485.64216831547657,Two year,Fiber optic,No,No,Bank transfer
463,45,F,Widowed,High,0,73.00274492007415,2,146.0054898401483,One year,Fiber optic,No,No,Credit card
464,47,F,Married,Medium,0,52.13979910734222,19,990.6561830395021,Month-to-month,No,No,No,Electronic check
465,51,F,Single,Low,1,28.876719503091703,14,404.27407304328386,Month-to-month,Fiber optic,No,No,Electronic check
466,69,M,Widowed,High,1,77.79030400466777,44,3422.773376205382,Month-to-month,DSL,No,No,Electronic check
467,69,M,Divorced,Low,1,36.14166700043425,2,72.2833340008685,One year,DSL,No,No,Electronic check
468,40,M,Married,High,0,87.57507710047305,16,1401.2012336075688,One year,Fiber optic,Yes,Yes,Electronic check
469,25,M,Divorced,Low,0,24.694988523894725,3,74.08496557168418,Month-to-month,Fiber optic,No,No,Bank transfer
470,59,F,Married,Medium,0,44.2418175935532,9,398.1763583419788,Two year,Fiber optic,No,No,Credit card
471,67,F,Married,Low,0,27.24948302848356,32,871.9834569114739,One year,DSL,No,Yes,Credit card
472,27,F,Widowed,Low,0,20.0,15,300.0,Month-to-month,Fiber optic,Yes,Yes,Electronic check
473,18,M,Married,Low,0,20.0,11,220.0,One year,Fiber optic,No,Yes,Credit card
474,37,M,Widowed,Low,1,43.66874267444525,12,524.024912093343,One year,Fiber optic,Yes,No,Mailed check
475,54,F,Married,High,0,96.44967713501283,14,1350.2954798901796,Month-to-month,DSL,Yes,No,Electronic check
476,35,M,Widowed,Medium,1,47.50963960443622,36,1710.3470257597037,Month-to-month,No,No,No,Credit card
477,38,M,Widowed,Medium,1,55.765569630557664,53,2955.5751904195563,Two year,Fiber optic,Yes,Yes,Bank transfer
478,66,M,Single,Low,0,33.112501545435364,72,2384.100111271346,One year,DSL,No,No,Electronic check
479,21,F,Widowed,Low,1,60.78880808455238,37,2249.185899128438,One year,DSL,Yes,Yes,Mailed check
480,60,M,Widowed,Medium,0,61.195749114345766,9,550.7617420291119,One year,No,No,No,Electronic check
481,19,F,Widowed,Medium,0,48.72082408519233,27,1315.462250300193,Month-to-month,No,Yes,No,Bank transfer
482,38,M,Single,Medium,0,40.44459559399574,13,525.7797427219447,Month-to-month,DSL,Yes,Yes,Mailed check
483,54,F,Divorced,Medium,0,33.93553679742428,7,237.54875758196994,One year,DSL,Yes,No,Credit card
484,22,M,Divorced,Low,0,32.03463635867223,44,1409.5239997815781,Month-to-month,No,Yes,Yes,Electronic check
485,34,M,Single,Medium,0,42.436492547156966,1,42.436492547156966,Month-to-month,Fiber optic,Yes,No,Mailed check
486,66,F,Widowed,Low,0,20.0,55,1100.0,Two year,Fiber optic,Yes,No,Mailed check
487,65,F,Widowed,Low,1,23.534271157574736,14,329.47979620604633,Two year,Fiber optic,No,No,Mailed check
488,28,F,Married,Medium,0,39.18451996385605,24,940.4284791325451,Two year,No,Yes,Yes,Mailed check
489,63,M,Divorced,High,1,96.87141635072564,25,2421.7854087681408,Two year,No,No,Yes,Bank transfer
490,58,F,Widowed,Low,0,38.816397569494505,54,2096.0854687527035,Month-to-month,Fiber optic,Yes,No,Credit card
491,48,M,Widowed,Medium,0,49.92027358683383,24,1198.0865660840118,Two year,DSL,No,Yes,Credit card
492,45,F,Divorced,Low,1,44.79944138890026,22,985.5877105558058,Month-to-month,Fiber optic,No,No,Credit card
493,61,M,Widowed,High,1,80.77368307647619,1,80.77368307647619,Two year,Fiber optic,No,No,Credit card
494,49,M,Single,Medium,0,41.38715798671736,17,703.5816857741952,Two year,No,Yes,Yes,Bank transfer
495,38,M,Widowed,Low,1,45.23124077269657,3,135.69372231808973,One year,Fiber optic,Yes,Yes,Credit card
496,24,F,Widowed,High,0,85.38910043684659,32,2732.451213979091,Two year,Fiber optic,No,No,Mailed check
497,27,M,Divorced,High,0,69.62753845673544,17,1183.6681537645024,One year,DSL,Yes,No,Mailed check
498,45,F,Single,Low,0,28.096613219163917,27,758.6085569174257,Month-to-month,DSL,Yes,No,Mailed check
499,65,M,Married,Medium,0,41.24381746615243,1,41.24381746615243,One year,Fiber optic,Yes,No,Mailed check
500,53,M,Divorced,Medium,0,36.172002690356635,2,72.34400538071327,One year,DSL,Yes,No,Electronic check
501,37,M,Married,Low,0,39.26177547531641,30,1177.8532642594923,Month-to-month,DSL,Yes,Yes,Credit card
502,30,M,Married,High,0,99.0941664047013,1,99.0941664047013,One year,Fiber optic,No,No,Mailed check
503,36,F,Single,High,0,66.01432426180858,1,66.01432426180858,Two year,Fiber optic,Yes,No,Electronic check
504,67,M,Married,High,1,85.62969236690572,1,85.62969236690572,Month-to-month,DSL,No,Yes,Mailed check
505,28,M,Single,High,1,73.49357430878173,72,5291.537350232285,Two year,Fiber optic,Yes,Yes,Electronic check
506,52,F,Widowed,Low,1,25.12874616235304,32,804.1198771952972,Two year,No,Yes,Yes,Electronic check
507,51,M,Single,High,0,74.07606075761132,10,740.7606075761132,Two year,No,No,Yes,Electronic check
508,61,F,Divorced,Low,1,21.36009230320184,8,170.8807384256147,Two year,No,Yes,No,Mailed check
509,21,F,Married,Medium,1,50.48521627944827,10,504.85216279448264,One year,Fiber optic,No,No,Mailed check
510,30,M,Single,Medium,1,41.69049883588962,35,1459.1674592561367,Two year,No,No,Yes,Bank transfer
